filename,mean_spectral_centroids,mean_spectral_rolloff,mean_spectral_bandwidth_2,sum_zero_crossings,mean_mfccs,mean_magnitude,mean_freq,mean_chroma_stft,mean_rms,mean_bank,mean_mel,mean_spectral_contrast,mean_chroma_med,mean_melspectrogram,mean_flatness
106829.wav,1471.2685718280957,2353.801858836207,1208.2945890313551,2250,-12.725788116455078,0.00010356572712898437,11025.0,0.2846284806728363,0.09273896366357803,-10.028356530452394,-4.755897624450434,23.99733423121468,0.34854899802095807,2.3615784645080566,1.3441378541756421e-05
103810.wav,1275.0633733068832,2215.9398572198274,1450.2983173196988,1773,-13.126710891723633,5.255395088126515e-05,11025.0,0.6050328016281128,0.030704062432050705,-15.291526678696536,1.778459828083788,19.025720302546436,0.5829203922047056,0.9700121879577637,6.43373277853243e-05
103439.wav,2167.2629594221125,4059.875067349138,1808.8751830260949,3439,-4.583019733428955,0.0001393294089829488,11025.0,0.39983248710632324,0.09277937561273575,-8.262569753574963,-0.5986502576425141,22.247154843486648,0.6071402021739292,2.7157094478607178,3.028746141353622e-05
100956.wav,1454.3489637557786,2297.1225080818967,1218.4180660632805,2113,-6.970130443572998,0.00014609982548388032,11025.0,0.3166756331920624,0.17869633436203003,-8.598887590687054,-1.8439161219802815,21.697783684609618,0.4072303665049716,8.069188117980957,4.382374299893854e-06
105422.wav,1646.9257085126833,2939.1584725215516,1553.7258916373132,2358,-9.450284957885742,0.0001140445924635243,11025.0,0.3616960048675537,0.11388632655143738,-10.069733353703253,-1.3889475596003904,24.299999422598596,0.38800042746621444,3.7931389808654785,0.0001799129822757095
105611.wav,1476.305377068969,2912.427599676724,1487.744680000168,1977,-5.413828372955322,0.00011813257360293395,11025.0,0.452063649892807,0.1172785684466362,-9.45488125524013,0.04124417669516893,22.302380286544917,0.4784758054026515,4.328145503997803,1.797253207769245e-05
106633.wav,747.5138407714727,1324.6632543103449,1189.551894947613,724,-7.4641008377075195,8.217248638748253e-05,11025.0,0.5495848655700684,0.0860990583896637,-12.888054798047731,3.1489422870917982,20.655943040860393,0.4882864461565567,3.1338748931884766,2.0603534721885808e-05
102856.wav,1507.718168259315,2465.9230199353447,1256.3641764821853,2373,-9.541680335998535,0.00012575947796913503,11025.0,0.38832366466522217,0.10793484002351761,-9.6799416866892,-2.5433207165269827,22.230646802132433,0.5384833793611826,3.0629563331604004,1.628960126254242e-05
103152.wav,1543.149882289508,2698.333108836207,1355.093306125727,2337,-9.231671333312988,0.00014415435629985072,11025.0,0.3431311249732971,0.12896211445331573,-9.445496301371108,-2.5531795993140505,22.475595325508458,0.5100651731674963,4.459118843078613,5.58018873562105e-05
107812.wav,1133.571563571483,1774.3854391163793,1168.1142822284137,1687,-9.06484317779541,0.00012226118047397274,11025.0,0.39667677879333496,0.1389646828174591,-10.803832153567848,1.368143005836852,23.53729987676949,0.3794367919000072,5.760748386383057,6.376169039867818e-06
107527.wav,1254.8718567903284,1964.2241379310344,1154.9211018405547,2130,-2.42555570602417,0.00017745085982700818,11025.0,0.44215908646583557,0.16190533339977264,-9.100530508327347,0.6262886269486434,23.767173240339527,0.35080995530117803,6.648488521575928,3.012764864251949e-05
107649.wav,927.6391933749411,1801.3638200431035,1017.1744589184638,891,-12.409966468811035,9.196111434006157e-05,11025.0,0.29160183668136597,0.13336892426013947,-9.686960035165988,-2.8084856517701424,26.362598451941004,0.28244893764130485,4.428369045257568,7.126759555831086e-06
106219.wav,1302.9393656553955,2548.8382273706898,1555.7119369030179,1482,-9.439552307128906,5.973292233921653e-05,11025.0,0.6166987419128418,0.06026211008429527,-13.298792544980481,2.256571567309894,19.316415946174164,0.6338064214058985,2.435863733291626,4.286477997084148e-05
102664.wav,1137.2855267978211,1780.8206492456898,1301.191048799437,1803,-4.288146495819092,0.00013151198373198715,11025.0,0.4005756080150604,0.14185142517089844,-9.817685631138263,1.3041182812393706,22.145993979510063,0.40134583108439553,5.243730068206787,2.364260217291303e-05
102512.wav,1027.628117848908,1800.3737877155172,1197.8879752093699,1476,-7.260002136230469,9.238023138757257e-05,11025.0,0.4838379919528961,0.10580946505069733,-12.362530540450832,1.820831131582465,21.94468828469747,0.4486887356515368,4.127638339996338,1.167415757663548e-05
104948.wav,1216.0075513133554,2482.506061422414,1445.0200081059322,1315,-10.874154090881348,0.00012178868560056018,11025.0,0.4795883595943451,0.08594091236591339,-11.49545162516613,-1.5096006695469448,22.06643349971873,0.5512185759324503,3.1595442295074463,4.269274541002233e-06
105759.wav,1725.5448860801025,2959.454135237069,1500.1949538717006,2823,-8.964189529418945,0.00010481558930997405,11025.0,0.40551963448524475,0.08598276972770691,-10.076786841915066,-2.714772151187596,22.52446919932717,0.5575357995189222,2.298454523086548,1.7116477465606295e-05
100609.wav,861.3586252309743,1718.4486126077586,1156.2736914539903,730,-3.50490403175354,0.00010401218088788003,11025.0,0.4971867799758911,0.1147230714559555,-10.449340180635033,2.6664586204311687,21.571384370327493,0.5135346543942871,3.8908495903015137,3.6827826988883317e-05
102785.wav,662.9852761569576,1142.7448141163793,959.3114038974946,652,-1.988760232925415,0.00011765040239753771,11025.0,0.4745270609855652,0.13488005101680756,-10.349299177471678,1.35070310219497,21.19763295968518,0.44579443745111963,4.4298272132873535,1.080041238310514e-05
104923.wav,1892.451334395558,3232.703057650862,1474.947109103518,3465,-10.666535377502441,0.0001393210452983065,11025.0,0.3711693584918976,0.10324015468358994,-8.880087658739823,-4.378120782683255,23.369729693393282,0.5320080886231274,2.8445889949798584,4.1085393604589626e-05
103117.wav,1864.1836536299907,3174.5386584051726,1512.6829292817124,3028,-9.12785530090332,0.00013338071143127424,11025.0,0.3651430010795593,0.11504708230495453,-9.133797086063717,-3.1250266428882765,23.030718672785536,0.5904249179807717,3.5730106830596924,1.8810475239661173e-06
106502.wav,1520.2294945093531,2935.4458512931033,1588.6437272088815,2051,-6.992767333984375,0.000112953032568708,11025.0,0.5095129609107971,0.08459889143705368,-10.309500576997394,0.35848750532283946,21.24932838424828,0.6133857350865104,2.5743396282196045,9.789737305254675e-06
103089.wav,963.6345163996288,1863.321200284091,1348.899521512652,786,-9.470162391662598,8.241074896331931e-05,11024.717662424131,0.4715007245540619,0.07627519220113754,-12.152506370714939,0.6680824640207145,21.621353397341043,0.5440199242462821,2.039841413497925,7.12872642907314e-05
107221.wav,749.7945023140363,1249.9158135775863,1135.1888037245494,798,-2.2599711418151855,0.00010237986812571388,11025.0,0.4961135685443878,0.1309366226196289,-10.514221309435108,3.268103865236563,21.71914144695296,0.4201656720280617,4.818068027496338,2.7838734695251333e-06
104691.wav,1949.6977326205567,3701.7308728448274,1712.763571579507,3064,-8.736166000366211,8.758182867167453e-05,11025.0,0.4291546642780304,0.07211356610059738,-10.723021547648603,0.7402664244259942,21.845247342504774,0.5045809944316578,1.8908535242080688,2.934688927780371e-05
104838.wav,1390.0415564614138,2462.9257574314024,1269.5672850545739,1968,-10.973251342773438,0.00014202620162807232,11025.0,0.390926331281662,0.13018175959587097,-10.585033114533811,-1.5754668805870429,22.74443038978626,0.4638826544664181,5.070295810699463,2.661164580786135e-05
106368.wav,1214.4922881851799,2132.777141702586,1344.2199020325024,1830,-1.0175974369049072,0.00014989918573585413,11025.0,0.5234023928642273,0.1767936646938324,-9.32332621051357,2.224860821019885,22.688430318828345,0.43941152307218645,8.60738754272461,8.472485205857083e-06
107453.wav,1083.2536157992213,1787.5033674568965,1074.5477086983096,1523,-10.813791275024414,0.00016521227193717062,11025.0,0.3212088644504547,0.16901524364948273,-9.095312355231822,-4.501538016699228,23.00864901607909,0.4898799492707051,7.183017253875732,3.2350955734727904e-05
105720.wav,1918.1124555277122,3357.6946390086205,1561.935016384822,2996,-8.718978881835938,0.0001423379916370942,11025.0,0.39587536454200745,0.11983906477689743,-9.40530063267588,-2.4368481672009934,22.405767209964445,0.5751944787691325,4.485200881958008,6.271343590924516e-05
101457.wav,1388.121737502461,2493.1489089439656,1333.213826112012,2309,-5.072558403015137,0.00010620154675976214,11025.0,0.4859270453453064,0.12519802153110504,-9.952114255584096,1.272370700125733,21.78818032412168,0.5432847453360607,5.0672383308410645,5.745800081058405e-06
107966.wav,1452.238251256269,2877.5289601293102,1548.5432493491671,2046,-9.464558601379395,8.015460779425593e-05,11025.0,0.4679269790649414,0.054180655628442764,-11.29294792247167,-1.3139410280213715,20.17789694729521,0.6588193664557737,1.2961846590042114,9.074327863345388e-06
107209.wav,1744.130261739565,3445.0649919181033,1533.2123399751308,2349,-9.666953086853027,0.0001566172333820585,11025.0,0.26597389578819275,0.1391981691122055,-7.819035115911188,-6.4546110661487095,27.42911549737669,0.3198239611701351,4.353541374206543,2.2664198695565574e-05
103685.wav,1056.4485129503432,2043.9217403017242,1227.7178799520343,995,-9.77955150604248,0.0001361066168326434,11025.0,0.3306576907634735,0.1369376927614212,-9.456815973913296,-5.109705521988217,24.836067730684007,0.43047045887700497,4.951399326324463,5.9563831200648565e-06
105861.wav,1412.1420399734845,2612.200296336207,1454.923516054979,2002,-9.180426597595215,0.00014249115528659377,11025.0,0.33322083950042725,0.14598964154720306,-9.451821741876419,-3.232812418053054,23.98355160632093,0.46532354751412164,5.879014015197754,8.118051482597366e-06
100780.wav,1391.849471241592,2246.135843211207,1250.785503536424,2274,-5.769796371459961,0.00013512580565111585,11025.0,0.35415032505989075,0.15154117345809937,-9.37304027149674,0.2900572657459771,23.87335389093393,0.3638031749445574,5.839108943939209,1.6277845134027302e-05
100938.wav,1627.3631964918575,2509.979458512931,1451.752252373263,2448,-8.34562873840332,0.00015093963009540722,11025.0,0.4510381817817688,0.09568018466234207,-11.196862032577627,-0.1981329843911505,21.34556513219118,0.5884317188832083,3.9066152572631836,3.428388663451187e-05
107287.wav,1052.1425407324064,1807.7990301724137,1075.4204481926909,1368,-9.292282104492188,0.00014014790847651656,11025.0,0.28387320041656494,0.20428700745105743,-9.066150879832135,-2.899011418411774,23.616779453130363,0.3274822341806939,10.336186408996582,7.304926384676946e-06
107265.wav,893.4048127629883,1562.023504849138,1154.0688773456452,813,-10.778124809265137,0.0001550291791936172,11025.0,0.26434290409088135,0.19562530517578125,-8.941141517149562,-4.1282866875156445,24.49640796941336,0.2912783025768167,10.396509170532227,2.226045762654394e-05
102092.wav,1310.7993842758224,2511.9595231681033,1499.7271803115395,1676,-1.289394497871399,9.673148677838766e-05,11025.0,0.6827114820480347,0.1186840757727623,-10.754814306148566,4.412141633483681,20.47565529259788,0.442926671600242,4.29648494720459,4.8022106966527645e-06
106833.wav,1284.260200424534,2160.498046875,1413.2530172855647,1868,-2.516632318496704,0.00017715145634350228,11025.0,0.4368587136268616,0.13615436851978302,-9.232607552061115,0.12069725124253868,22.24827558068844,0.471127977753968,4.427074432373047,1.8844879377866164e-05
106275.wav,873.5070859334635,1590.734442349138,955.9593312924554,759,-12.107401847839355,0.0001054789581693528,11025.0,0.2898276150226593,0.15523475408554077,-9.177536345978075,-3.140740395406927,26.515688496067867,0.2628059478025037,5.229211807250977,2.917928895840305e-06
107297.wav,1613.323645176176,3111.9191136853447,1488.5653889103396,2040,-7.299074172973633,0.00015489278149185157,11025.0,0.3844913840293884,0.1298779398202896,-8.839291588612777,-2.299090753854253,23.181018385177886,0.4859705067697683,4.187024116516113,1.353516745439265e-05
103964.wav,1126.7869392397065,2272.3716998922414,1274.2675619495508,1188,-7.99076509475708,0.000162010951611503,11025.0,0.3055676519870758,0.15032081305980682,-8.833307618234194,-5.068746692841853,23.854290414271333,0.4431107525299285,5.230988502502441,2.0838942873524502e-05
100195.wav,2545.574227466402,4231.150660021552,1693.2920675846915,4535,-6.852951526641846,0.00010808545668538382,11025.0,0.5215833783149719,0.08076610416173935,-9.805372743344705,-0.6196770952182376,20.59682474389826,0.5988827759656916,2.6365630626678467,4.95580798087758e-06
102651.wav,828.9604175742691,1372.1848060344828,1226.3417286973424,911,-1.5887739658355713,0.00013167405912463195,11025.0,0.399629682302475,0.18761049211025238,-8.743896847243278,0.4967374691394367,24.182380793066155,0.29750671157712916,7.6893205642700195,5.977199748485873e-07
105485.wav,1533.3338515480038,2646.6039197198274,1450.1207525067582,2484,-5.026018142700195,0.00013142717903181968,11025.0,0.46135854721069336,0.13663223385810852,-9.420843744184612,-0.409800193268703,23.078496910984477,0.4577030459013814,5.307029724121094,9.667464473750442e-05
101843.wav,971.9679223500887,1689.9851831896551,1090.3214576319565,986,-6.099462985992432,0.00014610257983125975,11025.0,0.41965770721435547,0.13806486129760742,-9.47396422680247,-1.1039768817902957,23.454334250913618,0.4389768165927309,4.5985636711120605,4.865323262492893e-06
104584.wav,1994.1243945210822,3524.267578125,1597.5291192942345,2808,-7.640485763549805,0.00012390339955232644,11025.0,0.3738819658756256,0.09849777072668076,-9.182764796922955,-1.3479643260096288,23.52212060753678,0.42355164130978845,2.586045026779175,6.648382623097859e-06
101977.wav,1214.5311242310745,2124.8568830818967,1210.3671174652118,1651,-8.52861499786377,0.00012986160748122423,11025.0,0.34615713357925415,0.13051195442676544,-9.595239302351182,-3.241800267781437,23.85368843280331,0.4188666328098632,4.443016529083252,3.828658918791916e-06
101571.wav,1079.7420544747758,1953.5812904094828,1340.3341418843006,1403,-10.769524574279785,8.330038633306556e-05,11025.0,0.5469983220100403,0.057567108422517776,-13.210830858443712,-0.23894196941107843,19.2898332489633,0.6811193241186863,2.059854030609131,3.226244734833017e-05
103488.wav,965.7341351471271,1772.405374461207,1123.9342385665464,1034,-12.333845138549805,8.96929728083126e-05,11025.0,0.3480410873889923,0.1063220277428627,-10.863421017858562,-3.058244670529265,23.326678483470506,0.4460918462367008,3.369211435317993,1.0746221050794702e-05
107772.wav,1290.5113937987098,2194.654162176724,1206.866514230355,1966,-6.145803928375244,9.026059341359656e-05,11025.0,0.4890301823616028,0.07620000094175339,-10.595138703425544,-2.136998660786114,20.150110110435346,0.7070734124143133,1.6447135210037231,4.8465894906257745e-06
101027.wav,1667.0150601329926,2384.9878771551726,1280.7344054880882,3112,-1.9161771535873413,0.00018097532584675832,11025.0,0.405117005109787,0.19063986837863922,-8.677250310254921,0.3555738214587538,23.396671531300512,0.401072956401508,8.563885688781738,4.495537359616719e-05
105921.wav,1158.883891841954,2362.9596578663795,1425.4653037362557,1201,-11.25771713256836,0.00011778191661284902,11025.0,0.3445957899093628,0.12216205894947052,-10.540205097234454,-0.6314679003217226,24.548414195078088,0.3580347412270633,4.080005168914795,1.4374659258464817e-05
107043.wav,922.5120591362523,1684.044989224138,1256.046535547566,947,-1.4225313663482666,7.493859358199182e-05,11025.0,0.6793075799942017,0.10801085084676743,-10.893376236024945,4.951917901924292,20.54545330989982,0.5149360013575679,3.2518253326416016,1.3464227777149063e-05
106408.wav,815.7766258733343,1538.262728987069,1240.884659689349,749,-9.23883056640625,5.6124155507849985e-05,11025.0,0.6145783066749573,0.0735732689499855,-13.85856298127275,4.022980159995413,19.30372486885601,0.4840669733974802,3.4297797679901123,1.159062776423525e-05
102547.wav,1573.9257480443355,2472.6057381465516,1237.8180204984278,2484,-9.304935455322266,9.719803916726827e-05,11025.0,0.4922547936439514,0.09559471160173416,-11.867413315451582,0.037618267366359294,21.062278260263298,0.546249049681815,4.442997455596924,1.1508290299389046e-05
101690.wav,1390.6170324505756,2190.199016702586,1439.600206526251,2016,-3.5039970874786377,0.00014497563966119666,11025.0,0.3904537856578827,0.14938879013061523,-9.376774617556075,2.0984055091676224,22.897169467436516,0.392896632417855,5.594099998474121,2.2731308490619995e-05
107207.wav,1744.6856703857834,3146.075228987069,1600.8901001170018,2693,-12.622742652893066,6.494045659597621e-05,11025.0,0.5539391040802002,0.03879101946949959,-13.591054706961515,-0.7956733532038686,19.092027453549413,0.660745265655682,1.2715117931365967,4.391208494780585e-05
103956.wav,1962.6894959731746,3674.612014358108,1785.5694413669785,2607,-12.545516014099121,0.00010163697912047422,11024.706727316257,0.49567070603370667,0.06821563839912415,-11.78222716079772,0.2031453072287459,21.5474451242927,0.602870689660502,1.9004197120666504,0.00010058180487249047
101264.wav,1876.1667943971015,3497.289197198276,1638.3601864918958,3061,-12.189114570617676,0.00011564467364581763,11025.0,0.399027556180954,0.0870899185538292,-10.141753774057417,-3.2014062245562185,23.885347103036427,0.46760296894061937,2.3062896728515625,1.5215442545013502e-05
103133.wav,1920.9768953224589,3429.224474676724,1575.2136977814478,3422,-10.109965324401855,8.670149717617586e-05,11025.0,0.38076290488243103,0.08525266498327255,-10.242866237810444,-2.019758172177281,21.505520317062306,0.5656639714118955,2.9073400497436523,2.705056067497935e-05
105479.wav,2066.145823777203,3902.7074353448274,1770.2878133286922,3470,-10.532626152038574,0.0001060489007684468,11025.0,0.38731133937835693,0.10078810900449753,-9.283738729565975,-2.7764755038951674,24.02247757711077,0.4987986243950073,3.1935839653015137,1.912913467094768e-05
107062.wav,1341.5886307385408,2274.104256465517,1313.7546685144866,1995,-3.84458589553833,8.536778374314011e-05,11025.0,0.5575481057167053,0.12153035402297974,-10.685640098792303,3.3411576910041236,22.97079576513654,0.42560808214408974,4.510333061218262,3.426018520258367e-05
106649.wav,1091.9182176123018,2043.426724137931,1335.6459965606773,1341,-6.169198989868164,7.826223045113913e-05,11025.0,0.47108447551727295,0.10983073711395264,-11.13697818392623,2.2358407219034935,21.686898518829757,0.4633141884398595,4.151630401611328,5.572876034420915e-05
100350.wav,1261.2704243199328,2234.502963362069,1317.0429009251645,1613,-10.389168739318848,0.00012976963771795563,11025.0,0.3522557020187378,0.15351121127605438,-9.862692288563894,-1.774739796865894,23.340549151963565,0.4591443215454189,8.290587425231934,4.074503067386104e-06
106067.wav,1278.3517149537981,2316.4281384698274,1393.9148129799314,1543,-7.94142484664917,0.00010434812825735963,11025.0,0.4741406738758087,0.07813392579555511,-10.77052781948856,-1.326127357825707,20.72384337113222,0.6138449632296704,2.304565906524658,1.723498644423671e-05
101899.wav,880.6640924782532,1634.7908809267242,1193.9788876742566,992,-10.303556442260742,8.872336338468244e-05,11025.0,0.4590013027191162,0.09299959242343903,-11.9148923603615,-0.7761604076653574,22.33101042147371,0.5743411603580297,3.158876895904541,1.808064212127647e-06
101010.wav,1458.3889605065067,2428.5492995689656,1369.0616927724566,2152,-1.760999083518982,0.00012665736968608826,11025.0,0.5455593466758728,0.13052384555339813,-10.0100154594958,3.0099432748159516,21.86335610746276,0.4443239680091906,4.885163307189941,5.05653879372403e-05
102482.wav,899.1394545623316,1818.4418776939656,1259.1171976537867,748,-5.774348735809326,0.00014454839079625016,11025.0,0.43055495619773865,0.1489226222038269,-10.395905162207782,1.4082914475856407,23.127645278871977,0.4448532526078706,6.042396068572998,4.804254331247648e-06
