filename,mean_spectral_centroids,mean_spectral_rolloff,mean_spectral_bandwidth_2,sum_zero_crossings,mean_mfccs,mean_magnitude,mean_freq,mean_chroma_stft,mean_rms,mean_bank,mean_mel
104303.wav,1449.2725340070785,2648.583984375,1447.736381504265,2038,-8.012373924255371,0.0001017526623346235,11025.0,0.4848892092704773,0.08524511009454727,-10.636150518509208,0.6036580963242232
101147.wav,1947.2788335630994,3183.6964574353447,1471.8641720880184,3573,-12.217632293701172,8.64862326961904e-05,11025.0,0.312529981136322,0.10408800840377808,-10.423522164467343,-2.5819281225841575
102662.wav,1058.2058421863587,1805.0764412715516,1197.2583675378662,1422,-6.951213359832764,0.00012126287516201476,11025.0,0.3722100555896759,0.13917548954486847,-10.17249702338294,0.6938160347837214
102195.wav,1343.2152100223436,2532.2551858836205,1497.0431788945616,1906,-2.723884344100952,0.00010876967782713007,11025.0,0.5376701354980469,0.10616789013147354,-10.265412447346103,1.8565485818946827
105264.wav,1768.0371793639347,3188.646619073276,1477.3690275081065,2070,-9.34221076965332,0.0001035809594816991,11025.0,0.43436142802238464,0.11974753439426422,-11.096965755844147,1.8575521073965526
106072.wav,1156.218892967045,2247.3733836206898,1401.3174686389195,1379,-7.534258842468262,0.00010044892931893418,11025.0,0.4552581310272217,0.08088718354701996,-11.090869030251325,-1.3832907104390322
104464.wav,1652.6548191668683,2900.794719827586,1482.350061612484,2897,-7.3638834953308105,0.00011222243434827905,11025.0,0.34005340933799744,0.13132423162460327,-9.64458634889712,-3.6032158026475427
105222.wav,1676.8505242863966,3102.513806573276,1504.751443917172,2373,-6.5909037590026855,0.00016410264622836266,11025.0,0.3646187484264374,0.1275314837694168,-8.551827089154607,-3.955431955894349
106190.wav,711.7155542689601,1231.1051993534484,1050.5803472272412,665,-9.105978965759277,9.047019339393267e-05,11025.0,0.5362293720245361,0.07662717998027802,-13.349352602714028,2.004203784002724
103359.wav,815.6425416842039,1394.9555495689656,1121.187409331,944,-0.7911824584007263,0.00013293354885176645,11025.0,0.49031317234039307,0.16301925480365753,-9.490168062891751,3.072261833428907
105780.wav,1597.1425726483803,2915.397696659483,1446.7358217263716,2437,-10.071245193481445,0.00012734040507104147,11025.0,0.41707563400268555,0.1024065911769867,-9.907125150836537,-1.194118318855151
104227.wav,853.1869747751746,1481.0883620689656,1043.7185866080238,1088,-9.098082542419434,0.0001250566605267953,11025.0,0.42188090085983276,0.17626161873340607,-10.42581486775161,-1.2196841794430897
104084.wav,1491.3894968114673,2665.662042025862,1452.7532612540663,2207,-11.725625038146973,5.3264773002926944e-05,11025.0,0.6184566020965576,0.02350153960287571,-14.187436120640395,1.0564838545456288
102043.wav,1975.2929846807112,3445.3125,1581.3638588380643,3479,-8.468954086303711,0.00013792684066404984,11025.0,0.33578377962112427,0.12421619147062302,-8.54544425450884,-3.6361131273789864
105873.wav,896.6151551604192,1385.5502424568965,903.2779667342888,1202,-1.0250998735427856,0.00012436876164904296,11025.0,0.5089680552482605,0.1604187786579132,-10.132823225345069,3.2472053232196743
103939.wav,1611.7269591989475,2799.31640625,1370.5234388662798,2507,-5.032795429229736,0.00013482808068201717,11025.0,0.43138599395751953,0.11704328656196594,-9.23737103063899,-1.4829480595796138
103849.wav,1462.7973939710541,2570.866446659483,1541.4923367145823,2266,-2.0766592025756836,0.00016991162109926755,11025.0,0.4700621962547302,0.15076704323291779,-8.836501532259492,1.036622031410689
107197.wav,1390.3783832680049,2537.7003636853447,1482.73356866785,2340,-5.871549606323242,7.786257664183216e-05,11025.0,0.5954101085662842,0.07910652458667755,-11.47738377942045,2.224826998753214
100527.wav,1647.4106434158625,2618.140490301724,1441.3395990178926,3049,-3.0105724334716797,0.00011239001395678878,11025.0,0.5586459040641785,0.12741728127002716,-10.312872646337842,2.3905837105168644
104446.wav,1335.7026843526828,2359.4945447198274,1427.640033955014,2040,-9.399995803833008,0.00010785514672654414,11025.0,0.41715699434280396,0.0815703272819519,-11.613520923584487,-1.1172353853942496
100818.wav,1726.2431571173734,2730.7566675646553,1419.1316968407984,2757,-6.185515403747559,0.00018162876339495652,11025.0,0.43556374311447144,0.12025681883096695,-9.521332116705418,-0.5789752643613869
106829.wav,1471.2685718280957,2353.801858836207,1208.2945890313551,2250,-12.725788116455078,0.00010356572712898437,11025.0,0.2846284806728363,0.09273896366357803,-10.028356530452394,-4.755897624450434
103810.wav,1275.0633733068832,2215.9398572198274,1450.2983173196988,1773,-13.126710891723633,5.255395088126515e-05,11025.0,0.6050328016281128,0.030704062432050705,-15.291526678696536,1.778459828083788
103439.wav,2167.2629594221125,4059.875067349138,1808.8751830260949,3439,-4.583019733428955,0.0001393294089829488,11025.0,0.39983248710632324,0.09277937561273575,-8.262569753574963,-0.5986502576425141
100956.wav,1454.3489637557786,2297.1225080818967,1218.4180660632805,2113,-6.970130443572998,0.00014609982548388032,11025.0,0.3166756331920624,0.17869633436203003,-8.598887590687054,-1.8439161219802815
105422.wav,1646.9257085126833,2939.1584725215516,1553.7258916373132,2358,-9.450284957885742,0.0001140445924635243,11025.0,0.3616960048675537,0.11388632655143738,-10.069733353703253,-1.3889475596003904
105611.wav,1476.305377068969,2912.427599676724,1487.744680000168,1977,-5.413828372955322,0.00011813257360293395,11025.0,0.452063649892807,0.1172785684466362,-9.45488125524013,0.04124417669516893
106633.wav,747.5138407714727,1324.6632543103449,1189.551894947613,724,-7.4641008377075195,8.217248638748253e-05,11025.0,0.5495848655700684,0.0860990583896637,-12.888054798047731,3.1489422870917982
102856.wav,1507.718168259315,2465.9230199353447,1256.3641764821853,2373,-9.541680335998535,0.00012575947796913503,11025.0,0.38832366466522217,0.10793484002351761,-9.6799416866892,-2.5433207165269827
103152.wav,1543.149882289508,2698.333108836207,1355.093306125727,2337,-9.231671333312988,0.00014415435629985072,11025.0,0.3431311249732971,0.12896211445331573,-9.445496301371108,-2.5531795993140505
107812.wav,1133.571563571483,1774.3854391163793,1168.1142822284137,1687,-9.06484317779541,0.00012226118047397274,11025.0,0.39667677879333496,0.1389646828174591,-10.803832153567848,1.368143005836852
107527.wav,1254.8718567903284,1964.2241379310344,1154.9211018405547,2130,-2.42555570602417,0.00017745085982700818,11025.0,0.44215908646583557,0.16190533339977264,-9.100530508327347,0.6262886269486434
107649.wav,927.6391933749411,1801.3638200431035,1017.1744589184638,891,-12.409966468811035,9.196111434006157e-05,11025.0,0.29160183668136597,0.13336892426013947,-9.686960035165988,-2.8084856517701424
106219.wav,1302.9393656553955,2548.8382273706898,1555.7119369030179,1482,-9.439552307128906,5.973292233921653e-05,11025.0,0.6166987419128418,0.06026211008429527,-13.298792544980481,2.256571567309894
102664.wav,1137.2855267978211,1780.8206492456898,1301.191048799437,1803,-4.288146495819092,0.00013151198373198715,11025.0,0.4005756080150604,0.14185142517089844,-9.817685631138263,1.3041182812393706
102512.wav,1027.628117848908,1800.3737877155172,1197.8879752093699,1476,-7.260002136230469,9.238023138757257e-05,11025.0,0.4838379919528961,0.10580946505069733,-12.362530540450832,1.820831131582465
104948.wav,1216.0075513133554,2482.506061422414,1445.0200081059322,1315,-10.874154090881348,0.00012178868560056018,11025.0,0.4795883595943451,0.08594091236591339,-11.49545162516613,-1.5096006695469448
105759.wav,1725.5448860801025,2959.454135237069,1500.1949538717006,2823,-8.964189529418945,0.00010481558930997405,11025.0,0.40551963448524475,0.08598276972770691,-10.076786841915066,-2.714772151187596
100609.wav,861.3586252309743,1718.4486126077586,1156.2736914539903,730,-3.50490403175354,0.00010401218088788003,11025.0,0.4971867799758911,0.1147230714559555,-10.449340180635033,2.6664586204311687
102785.wav,662.9852761569576,1142.7448141163793,959.3114038974946,652,-1.988760232925415,0.00011765040239753771,11025.0,0.4745270609855652,0.13488005101680756,-10.349299177471678,1.35070310219497
104923.wav,1892.451334395558,3232.703057650862,1474.947109103518,3465,-10.666535377502441,0.0001393210452983065,11025.0,0.3711693584918976,0.10324015468358994,-8.880087658739823,-4.378120782683255
103117.wav,1864.1836536299907,3174.5386584051726,1512.6829292817124,3028,-9.12785530090332,0.00013338071143127424,11025.0,0.3651430010795593,0.11504708230495453,-9.133797086063717,-3.1250266428882765
106502.wav,1520.2294945093531,2935.4458512931033,1588.6437272088815,2051,-6.992767333984375,0.000112953032568708,11025.0,0.5095129609107971,0.08459889143705368,-10.309500576997394,0.35848750532283946
103089.wav,1155.9927856289373,2241.9282058189656,1398.922419234172,1046,-10.742827415466309,7.284375645179317e-05,11025.0,0.49364346265792847,0.06768186390399933,-12.813590606187498,1.04810182565482
107221.wav,749.7945023140363,1249.9158135775863,1135.1888037245494,798,-2.2599711418151855,0.00010237986812571388,11025.0,0.4961135685443878,0.1309366226196289,-10.514221309435108,3.268103865236563
104691.wav,1949.6977326205567,3701.7308728448274,1712.763571579507,3064,-8.736166000366211,8.758182867167453e-05,11025.0,0.4291546642780304,0.07211356610059738,-10.723021547648603,0.7402664244259942
104838.wav,1406.0741900872504,2556.0159617456898,1303.0907301944706,2124,-11.535710334777832,0.00013429407779050478,11025.0,0.41843679547309875,0.12298739701509476,-11.102719075306908,-1.3764389373427155
106368.wav,1214.4922881851799,2132.777141702586,1344.2199020325024,1830,-1.0175974369049072,0.00014989918573585413,11025.0,0.5234023928642273,0.1767936646938324,-9.32332621051357,2.224860821019885
107453.wav,1083.2536157992213,1787.5033674568965,1074.5477086983096,1523,-10.813791275024414,0.00016521227193717062,11025.0,0.3212088644504547,0.16901524364948273,-9.095312355231822,-4.501538016699228
105720.wav,1918.1124555277122,3357.6946390086205,1561.935016384822,2996,-8.718978881835938,0.0001423379916370942,11025.0,0.39587536454200745,0.11983906477689743,-9.40530063267588,-2.4368481672009934
101457.wav,1388.121737502461,2493.1489089439656,1333.213826112012,2309,-5.072558403015137,0.00010620154675976214,11025.0,0.4859270453453064,0.12519802153110504,-9.952114255584096,1.272370700125733
107966.wav,1452.238251256269,2877.5289601293102,1548.5432493491671,2046,-9.464558601379395,8.015460779425593e-05,11025.0,0.4679269790649414,0.054180655628442764,-11.29294792247167,-1.3139410280213715
107209.wav,1744.130261739565,3445.0649919181033,1533.2123399751308,2349,-9.666953086853027,0.0001566172333820585,11025.0,0.26597389578819275,0.1391981691122055,-7.819035115911188,-6.4546110661487095
103685.wav,1056.4485129503432,2043.9217403017242,1227.7178799520343,995,-9.77955150604248,0.0001361066168326434,11025.0,0.3306576907634735,0.1369376927614212,-9.456815973913296,-5.109705521988217
105861.wav,1412.1420399734845,2612.200296336207,1454.923516054979,2002,-9.180426597595215,0.00014249115528659377,11025.0,0.33322083950042725,0.14598964154720306,-9.451821741876419,-3.232812418053054
100780.wav,1391.849471241592,2246.135843211207,1250.785503536424,2274,-5.769796371459961,0.00013512580565111585,11025.0,0.35415032505989075,0.15154117345809937,-9.37304027149674,0.2900572657459771
100938.wav,1627.3631964918575,2509.979458512931,1451.752252373263,2448,-8.34562873840332,0.00015093963009540722,11025.0,0.4510381817817688,0.09568018466234207,-11.196862032577627,-0.1981329843911505
107287.wav,1052.1425407324064,1807.7990301724137,1075.4204481926909,1368,-9.292282104492188,0.00014014790847651656,11025.0,0.28387320041656494,0.20428700745105743,-9.066150879832135,-2.899011418411774
107265.wav,893.4048127629883,1562.023504849138,1154.0688773456452,813,-10.778124809265137,0.0001550291791936172,11025.0,0.26434290409088135,0.19562530517578125,-8.941141517149562,-4.1282866875156445
102092.wav,1310.7993842758224,2511.9595231681033,1499.7271803115395,1676,-1.289394497871399,9.673148677838766e-05,11025.0,0.6827114820480347,0.1186840757727623,-10.754814306148566,4.412141633483681
106833.wav,1284.260200424534,2160.498046875,1413.2530172855647,1868,-2.516632318496704,0.00017715145634350228,11025.0,0.4368587136268616,0.13615436851978302,-9.232607552061115,0.12069725124253868
106275.wav,873.5070859334635,1590.734442349138,955.9593312924554,759,-12.107401847839355,0.0001054789581693528,11025.0,0.2898276150226593,0.15523475408554077,-9.177536345978075,-3.140740395406927
107297.wav,1613.323645176176,3111.9191136853447,1488.5653889103396,2040,-7.299074172973633,0.00015489278149185157,11025.0,0.3844913840293884,0.1298779398202896,-8.839291588612777,-2.299090753854253
103964.wav,1126.7869392397065,2272.3716998922414,1274.2675619495508,1188,-7.99076509475708,0.000162010951611503,11025.0,0.3055676519870758,0.15032081305980682,-8.833307618234194,-5.068746692841853
100195.wav,2545.574227466402,4231.150660021552,1693.2920675846915,4535,-6.852951526641846,0.00010808545668538382,11025.0,0.5215833783149719,0.08076610416173935,-9.805372743344705,-0.6196770952182376
102651.wav,828.9604175742691,1372.1848060344828,1226.3417286973424,911,-1.5887739658355713,0.00013167405912463195,11025.0,0.399629682302475,0.18761049211025238,-8.743896847243278,0.4967374691394367
105485.wav,1533.3338515480038,2646.6039197198274,1450.1207525067582,2484,-5.026018142700195,0.00013142717903181968,11025.0,0.46135854721069336,0.13663223385810852,-9.420843744184612,-0.409800193268703
101843.wav,971.9679223500887,1689.9851831896551,1090.3214576319565,986,-6.099462985992432,0.00014610257983125975,11025.0,0.41965770721435547,0.13806486129760742,-9.47396422680247,-1.1039768817902957
104584.wav,1994.1243945210822,3524.267578125,1597.5291192942345,2808,-7.640485763549805,0.00012390339955232644,11025.0,0.3738819658756256,0.09849777072668076,-9.182764796922955,-1.3479643260096288
101977.wav,1214.5311242310745,2124.8568830818967,1210.3671174652118,1651,-8.52861499786377,0.00012986160748122423,11025.0,0.34615713357925415,0.13051195442676544,-9.595239302351182,-3.241800267781437
101571.wav,1079.7420544747758,1953.5812904094828,1340.3341418843006,1403,-10.769524574279785,8.330038633306556e-05,11025.0,0.5469983220100403,0.057567108422517776,-13.210830858443712,-0.23894196941107843
103488.wav,965.7341351471271,1772.405374461207,1123.9342385665464,1034,-12.333845138549805,8.96929728083126e-05,11025.0,0.3480410873889923,0.1063220277428627,-10.863421017858562,-3.058244670529265
107772.wav,1290.5113937987098,2194.654162176724,1206.866514230355,1966,-6.145803928375244,9.026059341359656e-05,11025.0,0.4890301823616028,0.07620000094175339,-10.595138703425544,-2.136998660786114
101027.wav,1667.0150601329926,2384.9878771551726,1280.7344054880882,3112,-1.9161771535873413,0.00018097532584675832,11025.0,0.405117005109787,0.19063986837863922,-8.677250310254921,0.3555738214587538
105921.wav,1158.883891841954,2362.9596578663795,1425.4653037362557,1201,-11.25771713256836,0.00011778191661284902,11025.0,0.3445957899093628,0.12216205894947052,-10.540205097234454,-0.6314679003217226
107043.wav,922.5120591362523,1684.044989224138,1256.046535547566,947,-1.4225313663482666,7.493859358199182e-05,11025.0,0.6793075799942017,0.10801085084676743,-10.893376236024945,4.951917901924292
106408.wav,815.7766258733343,1538.262728987069,1240.884659689349,749,-9.23883056640625,5.6124155507849985e-05,11025.0,0.6145783066749573,0.0735732689499855,-13.85856298127275,4.022980159995413
102547.wav,1573.9257480443355,2472.6057381465516,1237.8180204984278,2484,-9.304935455322266,9.719803916726827e-05,11025.0,0.4922547936439514,0.09559471160173416,-11.867413315451582,0.037618267366359294
101690.wav,1390.6170324505756,2190.199016702586,1439.600206526251,2016,-3.5039970874786377,0.00014497563966119666,11025.0,0.3904537856578827,0.14938879013061523,-9.376774617556075,2.0984055091676224
107207.wav,1744.6856703857834,3146.075228987069,1600.8901001170018,2693,-12.622742652893066,6.494045659597621e-05,11025.0,0.5539391040802002,0.03879101946949959,-13.591054706961515,-0.7956733532038686
103956.wav,1852.4840185756614,3519.812432650862,1751.6568200172403,2828,-13.700461387634277,8.66574404412602e-05,11025.0,0.539395809173584,0.058132320642471313,-12.961278372451183,0.8786431734932709
101264.wav,1876.1667943971015,3497.289197198276,1638.3601864918958,3061,-12.189114570617676,0.00011564467364581763,11025.0,0.399027556180954,0.0870899185538292,-10.141753774057417,-3.2014062245562185
103133.wav,1920.9768953224589,3429.224474676724,1575.2136977814478,3422,-10.109965324401855,8.670149717617586e-05,11025.0,0.38076290488243103,0.08525266498327255,-10.242866237810444,-2.019758172177281
105479.wav,2066.145823777203,3902.7074353448274,1770.2878133286922,3470,-10.532626152038574,0.0001060489007684468,11025.0,0.38731133937835693,0.10078810900449753,-9.283738729565975,-2.7764755038951674
107062.wav,1341.5886307385408,2274.104256465517,1313.7546685144866,1995,-3.84458589553833,8.536778374314011e-05,11025.0,0.5575481057167053,0.12153035402297974,-10.685640098792303,3.3411576910041236
106649.wav,1091.9182176123018,2043.426724137931,1335.6459965606773,1341,-6.169198989868164,7.826223045113913e-05,11025.0,0.47108447551727295,0.10983073711395264,-11.13697818392623,2.2358407219034935
100350.wav,1261.2704243199328,2234.502963362069,1317.0429009251645,1613,-10.389168739318848,0.00012976963771795563,11025.0,0.3522557020187378,0.15351121127605438,-9.862692288563894,-1.774739796865894
106067.wav,1278.3517149537981,2316.4281384698274,1393.9148129799314,1543,-7.94142484664917,0.00010434812825735963,11025.0,0.4741406738758087,0.07813392579555511,-10.77052781948856,-1.326127357825707
101899.wav,880.6640924782532,1634.7908809267242,1193.9788876742566,992,-10.303556442260742,8.872336338468244e-05,11025.0,0.4590013027191162,0.09299959242343903,-11.9148923603615,-0.7761604076653574
101010.wav,1458.3889605065067,2428.5492995689656,1369.0616927724566,2152,-1.760999083518982,0.00012665736968608826,11025.0,0.5455593466758728,0.13052384555339813,-10.0100154594958,3.0099432748159516
102482.wav,899.1394545623316,1818.4418776939656,1259.1171976537867,748,-5.774348735809326,0.00014454839079625016,11025.0,0.43055495619773865,0.1489226222038269,-10.395905162207782,1.4082914475856407
105734.wav,1566.1945602502922,2734.9643049568967,1390.1325745718648,2272,-12.605022430419922,9.896631897467217e-05,11025.0,0.3641560673713684,0.07510348409414291,-10.523792570706105,-4.412175182934233
103402.wav,981.9743460319879,1830.817281788793,1277.8781731862225,1118,-2.1865546703338623,0.00012384289207900885,11025.0,0.5380262732505798,0.1608523428440094,-9.976584758626977,3.538973825957077
102460.wav,1227.7913245413329,2274.846780711207,1272.1544631639244,1431,-11.459332466125488,0.00013502594978824994,11025.0,0.4158235490322113,0.09957090765237808,-10.311226822631557,-1.3899116838112604
107849.wav,741.6811249781298,1233.3327720905172,975.3506586748373,782,-9.279776573181152,0.00012190205866342892,11025.0,0.36016845703125,0.2167334258556366,-10.106260214112629,-0.328361457125457
101994.wav,1260.524700622429,2154.310344827586,1239.9262715431478,1755,-10.55422306060791,0.00011131143081747438,11025.0,0.45696255564689636,0.10419194400310516,-11.284958296056624,-2.782402706512898
106471.wav,1246.5822618502293,2177.8236126077586,1320.9679333491679,1550,-9.788182258605957,0.0001169652868480235,11025.0,0.35832616686820984,0.10564546287059784,-10.075527047421726,-3.2758997090618114
104785.wav,1573.0899832764821,2763.427734375,1451.7925753846919,2456,-10.061861991882324,0.0001440202053634463,11025.0,0.3120356798171997,0.12444856017827988,-9.531608572209779,-4.583188915738594
100982.wav,935.0284107485289,1615.485250538793,1286.8130441739834,1089,-7.75302267074585,0.00013004552249208776,11025.0,0.47274622321128845,0.11266177892684937,-11.196960486626194,1.0606475889072804
104016.wav,1617.4245981291517,2913.4176320043102,1461.1791262931893,2628,-5.143715858459473,0.00010958329674893254,11025.0,0.47997209429740906,0.11598877608776093,-9.967816795619807,1.8147981390152872
100598.wav,1003.0974816233393,1960.7590247844828,1397.518859911517,942,-12.025033950805664,7.937527056470401e-05,11025.0,0.5894306302070618,0.04339047893881798,-14.62479010139171,0.7884312119846408
106267.wav,1108.555858885519,1940.4633620689656,1250.7916456033092,1525,-9.987577438354492,0.00011419195826429908,11025.0,0.3322662115097046,0.11697687208652496,-10.519738144233909,-2.3310204605968514
104975.wav,1563.0403769700886,2963.166756465517,1489.4973288586434,2032,-7.775099754333496,0.00011762135852598638,11025.0,0.39970970153808594,0.1229274719953537,-9.216194218666871,-3.220860258062536
104536.wav,1107.2761346174557,2082.037984913793,1266.06171292139,1499,-11.372346878051758,0.00010977429360762095,11025.0,0.3247027099132538,0.1327315866947174,-10.137153253157479,-1.3787229624886719
101506.wav,854.1954117643036,1327.1383351293102,1024.2117314247548,895,-7.659449577331543,0.00010908626230037065,11025.0,0.29538822174072266,0.20243997871875763,-9.21657944290692,-1.7069938052765867
104483.wav,1533.973825646793,2860.2033943965516,1429.4876514717082,2262,-8.527802467346191,0.00016469616289389755,11025.0,0.32517358660697937,0.16374266147613525,-8.735278495542081,-2.939163071582314
104082.wav,805.2163266472357,1534.5501077586207,1104.9451404068705,655,-0.962387204170227,0.00010790668495095286,11025.0,0.40522080659866333,0.16417351365089417,-9.435024461154018,3.5109448740506086
104060.wav,2091.1267202501067,4261.594154094828,1853.6051611393939,3234,-8.944284439086914,0.00010541480599592939,11025.0,0.38401246070861816,0.0945269912481308,-9.861603946773835,-2.1561571469378467
100185.wav,1417.3460931149198,2965.8893453663795,1552.543825831252,1802,-10.378450393676758,0.00012412159183145557,11025.0,0.46835842728614807,0.09575653076171875,-11.531320466635579,-1.492971378689402
106935.wav,1521.5292088813467,2782.9808728448274,1471.6360546959702,2578,-7.173224449157715,8.26523878339267e-05,11025.0,0.5667684674263,0.08345745503902435,-11.741666187101039,1.4493786044549624
105900.wav,1738.2343899547116,3332.4488146551726,1645.8018862307567,2430,-10.970141410827637,7.243660053499105e-05,11025.0,0.5394209027290344,0.05709373950958252,-12.748745159787852,1.5728630081246406
106215.wav,915.4646762048857,1639.246026400862,1311.1888657224713,926,-7.980260372161865,9.117126991196052e-05,11025.0,0.4222641587257385,0.1489240825176239,-11.257481745172647,1.4505174298048242
103409.wav,1512.837360984158,2708.9759563577586,1329.4759922353571,2341,-15.007176399230957,0.00013165023908522037,11025.0,0.333248108625412,0.08574680238962173,-10.188908967179255,-4.263568707513653
102389.wav,968.228558803358,1733.7941136853449,980.6203728328627,1157,-7.363264560699463,0.00012188506082523316,11025.0,0.4154027998447418,0.16649770736694336,-9.937134683457595,-1.2258730121667656
107704.wav,1391.6731575913566,2587.4494881465516,1352.0044287210762,1784,-7.329032897949219,0.00019830053173118894,11025.0,0.3072674870491028,0.1687810868024826,-7.9656285760108085,-3.4064963203310055
100934.wav,764.7193679270822,1412.0336072198277,1141.9476207194102,704,-4.153838157653809,9.26196345814565e-05,11025.0,0.47147035598754883,0.12612862884998322,-11.17867364646064,2.9611840362658444
106647.wav,1132.8839859237173,2026.843682650862,1270.2921232432798,1528,-7.651204586029053,0.00010080370825276989,11025.0,0.427240788936615,0.10362983494997025,-10.485024546878066,-1.6083939447149458
103166.wav,1340.3765457638995,2421.3715651939656,1519.906645107058,2016,-4.071533679962158,8.072710787194952e-05,11025.0,0.6288095712661743,0.07785304635763168,-10.48679574319518,2.167990928575358
101266.wav,1360.033331406632,2585.716931573276,1409.9935044721924,1481,-5.392387866973877,0.00016744355812771945,11025.0,0.3652339279651642,0.12681357562541962,-8.59414406642317,-4.412758742613434
103513.wav,1622.3311990150469,2681.0075431034484,1418.0729183490303,2693,-10.316889762878418,0.00011098296827950385,11025.0,0.4993821680545807,0.06678075343370438,-12.10361615831044,-0.3076980588073334
103857.wav,1030.4235651703864,1983.777276400862,1281.1024590790985,798,-9.459661483764648,0.00014535428316257362,11025.0,0.3491688370704651,0.1428462564945221,-9.248330477768672,-3.1157892094118673
104509.wav,1191.1868120987078,2439.934671336207,1401.1856254896882,1111,-9.813211441040039,0.0001246122318508496,11025.0,0.3538197875022888,0.13308383524417877,-9.181658132296452,-2.554651695907757
105332.wav,872.8674502846063,1514.2544450431035,1136.530513294186,1064,-10.208921432495117,0.00010209379388548327,11025.0,0.3812461793422699,0.0868593379855156,-11.27078413757202,-2.6662539747886824
102141.wav,1572.593542611103,2729.5191271551726,1483.5647839485075,2413,-9.155765533447266,9.169531622671442e-05,11025.0,0.5501255393028259,0.0385868176817894,-11.961861250084716,0.23072125277026986
103911.wav,1008.9500456340432,2080.552936422414,1326.6820260301868,943,-8.4647216796875,7.157711533250824e-05,11025.0,0.576965868473053,0.08708775788545609,-13.416963561743772,4.535572183177232
106314.wav,1271.3710112075385,2340.931438577586,1325.4109230610193,1697,-5.669654369354248,0.00011573043072670169,11025.0,0.4207543432712555,0.14039573073387146,-9.497812361640596,-1.3837036646485206
101516.wav,1593.0661809504961,2773.0805495689656,1329.063704062806,2647,-11.724258422851562,0.0001243453272814974,11025.0,0.32801106572151184,0.1040354073047638,-10.116173835379637,-3.5964176727314188
104834.wav,1320.4818966804296,2578.539197198276,1271.7950539333,1681,-9.484129905700684,0.00012734372275639605,11025.0,0.33969658613204956,0.13361062109470367,-9.128170037198995,-3.970344409407649
104313.wav,1072.8194827684465,2053.5745554956898,1194.487670123206,1237,-4.462138652801514,0.00011773204497117635,11025.0,0.5147040486335754,0.10393733531236649,-10.066056362186577,0.4706277194703864
101618.wav,864.3002730741154,1604.3473868534484,1175.0129857127383,806,-3.131117343902588,7.457435473320033e-05,11025.0,0.6480013728141785,0.10168327391147614,-11.727136849388616,5.068392864459633
106064.wav,1310.1720221718713,2370.879916487069,1300.5945619154256,1708,-2.4528117179870605,0.0001298853973024595,11025.0,0.5795637965202332,0.1286848485469818,-10.153730489990332,3.038691287361367
101928.wav,1141.6637958516803,2054.069571659483,1305.1328777186097,1628,-4.350279331207275,0.00010397756951167598,11025.0,0.43867701292037964,0.12115199118852615,-10.08648178195688,-0.06532495764660647
